Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445081462478464064,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478464320,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478464577,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478464790,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478466712,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478466926,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478467182,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478469745,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478474316,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462478474487,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478474743,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478476623,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478476879,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478477136,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478477392,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478477648,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478477862,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478478075,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478478332,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478478460,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478479143,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478479314,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478479528,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478479784,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478482305,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462478483031,000003F9,false,Rx,0,8,00,00,00,00,69,00,0B,02,
18445081462478483159,000003FB,false,Rx,0,2,00,37,00,00,00,00,00,00,
18445081462478484227,000003F1,false,Rx,0,8,00,FF,69,18,82,F3,00,74,
18445081462478489097,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478489353,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478489481,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478489737,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478489951,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478491660,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478491916,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478492172,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478492301,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462478499349,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462478499477,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478499648,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478499904,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478501656,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478501869,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478502126,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478502425,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478502681,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478502852,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478504176,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478504432,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478504689,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478509388,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478511994,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462478514087,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478514343,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478514642,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478514813,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478516650,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478516906,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478517162,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478519854,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478522160,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462478524254,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462478524424,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478524681,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478526646,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478526859,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478527116,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478527372,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478527671,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478527885,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478528098,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478528312,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478528483,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478528739,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462478528995,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462478529209,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478529465,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478529636,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478529850,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478532669,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462478532968,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462478534591,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462478537026,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462478539077,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478539333,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478539504,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478539760,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478539931,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478541683,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478541939,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478542195,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478542366,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462478544758,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462478549286,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462478549457,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478549628,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478549756,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462478550013,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478551636,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478551892,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478552148,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478552405,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478552661,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478552875,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478554242,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478554455,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478554712,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478559368,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478564067,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478564323,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478564622,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478564793,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478566630,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478566886,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478567142,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478569876,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478572183,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462478574276,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462478574447,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478574704,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478576669,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478576925,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478577138,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478577438,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478577694,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478577865,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478578078,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478578335,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478578463,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478579104,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478579360,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478579531,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478579744,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478582307,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
18445081462478589057,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478589313,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478589484,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478589740,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478589911,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478591663,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478591919,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478592175,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478599309,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462478599480,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478599608,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478599779,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462478600035,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478601659,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478601915,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478602129,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478602428,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478602684,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478602855,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478604179,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478604435,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478604649,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478609348,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478609647,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462478614090,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478614346,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478614602,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478614773,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478616695,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478616952,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478617208,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478619771,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478624299,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462478624470,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478624726,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478626606,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478626862,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478627119,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478627375,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478627674,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478627845,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478628101,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478628315,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478628443,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478628742,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462478628998,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462478629169,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478629425,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478629596,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478629810,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478632544,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462478632971,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462478634423,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462478634680,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462478637115,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462478639122,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478639379,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478639507,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478639763,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478639977,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478641643,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478641899,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478642155,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478642283,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462478644761,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462478649332,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462478649503,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478649674,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478649930,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478651639,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478651895,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478652109,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478652408,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478652664,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478652835,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478654159,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478654415,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478654629,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478659371,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478659670,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462478664112,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478664326,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478664625,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478664796,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478666633,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478666889,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478667103,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478669794,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478672143,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462478674279,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462478674450,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478674706,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478676629,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478676842,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478677099,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478677355,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478677611,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478677825,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478678081,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478678295,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478678466,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478679149,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478679405,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478679576,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478679833,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478689060,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478689316,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478689444,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478689700,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478689914,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462478690085,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478691623,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478691879,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478692135,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478699312,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462478699440,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478699611,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478699867,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478701619,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478701875,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478702131,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478702388,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478702516,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
18445081462478702772,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478702943,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478704139,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478704395,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478704652,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478709351,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478714092,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478714306,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478714605,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478714776,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478716570,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478716912,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478717125,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478719817,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478722422,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462478724259,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462478724430,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478724686,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478726609,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478726908,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478727121,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478727378,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478727677,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478727848,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478728061,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478728317,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478728446,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478728702,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462478728958,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462478729172,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478729428,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478729642,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478729813,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478732632,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462478732974,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462478733230,000003F9,false,Rx,0,8,00,00,00,00,69,00,0B,02,
18445081462478733401,000003FB,false,Rx,0,2,00,37,00,00,00,00,00,00,
18445081462478733657,000004C1,false,Rx,0,8,00,C9,3F,3A,50,00,00,00,
18445081462478733914,000004D1,false,Rx,0,8,08,00,05,03,1E,87,00,9C,
18445081462478734640,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462478737459,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462478739082,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478739339,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478739510,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478739766,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478739937,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478741688,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478741945,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478742201,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478742329,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462478744807,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462478747199,000003F1,false,Rx,0,8,00,FF,69,18,82,F3,00,74,
18445081462478749377,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462478749548,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478749719,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478749890,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462478750146,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478751642,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478751898,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478752154,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478752410,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478752709,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478752880,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478754119,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478754375,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478754675,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478759373,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
